Id,PID,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemod/Add,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SalePrice,HouseAge,TotalArea,QualMetric,TotalBaths,PorchArea,Neighborhood_Edwards,Neighborhood_IDOTRR,Neighborhood_NAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_Somerst,Neighborhood_StoneBr,MSSubClass_30,MSSubClass_50,MSSubClass_60,mansion,SalePriceLog
2769,907125020,85,RL,57.0,8846,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,SFoyer,5,5,1996,1996,Gable,CompShg,VinylSd,VinylSd,None,0.0,4.0,3,PConc,4.0,3.0,3.0,6.0,298.0,1.0,0.0,572.0,870.0,GasA,5.0,1,SBrkr,914,0,0,914,0.0,0.0,1,0,2,1,3.0,5,Typ,0,Detchd,1998.0,1.0,2.0,576.0,3.0,3.0,Y,0,0,0,0,0,0,0,7,2006,WD ,148000,23,1558.8130019999999,11.639855,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.904967552746252
123,534403360,80,RL,,10600,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,5,1964,1964,Gable,CompShg,HdBoard,HdBoard,None,0.0,3.0,3,CBlock,3.0,3.0,1.0,1.0,0.0,1.0,0.0,533.0,533.0,GasA,3.0,1,SBrkr,1131,644,0,1775,0.0,0.0,2,0,3,1,3.0,8,Typ,0,Attchd,1964.0,1.0,2.0,480.0,3.0,3.0,Y,0,172,0,0,0,0,0,5,2010,COD,136300,55,1884.589075,11.049609,2.0,172,0,0,1,0,0,0,0,0,0,0,0,0,11.822613617684624
1862,533352075,90,RL,,18890,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,RRAe,Duplex,1.5Fin,5,5,1977,1977,Shed,CompShg,Plywood,Plywood,None,1.0,3.0,3,CBlock,4.0,3.0,1.0,6.0,498.0,3.0,211.0,652.0,1361.0,GasA,5.0,1,SBrkr,1361,1259,0,2620,0.0,0.0,2,2,4,2,3.0,12,Typ,1,BuiltIn,1977.0,2.0,2.0,600.0,3.0,3.0,N,155,24,145,0,0,0,8300,8,2007,WD ,190000,42,3072.368485,10.927709,3.0,324,0,0,0,0,0,0,0,0,0,0,0,0,12.154779351142624
1308,902300110,190,RM,69.0,9142,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,2Story,5,5,1900,2006,Gable,CompShg,MetalSd,MetalSd,None,0.0,3.0,2,BrkTil,2.0,3.0,1.0,1.0,0.0,1.0,0.0,797.0,797.0,GasA,3.0,0,FuseA,830,797,0,1627,0.0,0.0,2,0,4,2,3.0,10,Typ,0,Detchd,1950.0,1.0,2.0,420.0,2.0,1.0,N,192,0,60,0,0,0,0,2,2008,WD ,139500,119,1908.447451,9.571095,2.0,252,0,0,0,0,0,1,0,0,0,0,0,0,11.845819880243557
1758,528290060,60,RL,,7750,Pave,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,4.0,3,PConc,4.0,3.0,1.0,1.0,0.0,1.0,0.0,660.0,660.0,GasA,5.0,1,SBrkr,660,660,0,1320,0.0,0.0,2,1,3,1,4.0,6,Typ,0,Attchd,2003.0,3.0,2.0,400.0,3.0,3.0,Y,0,48,0,0,0,0,0,8,2007,WD ,162000,16,1595.28866,13.932604999999999,2.5,48,0,0,0,0,0,0,0,0,0,0,1,0,11.99535161421452
2236,910201110,50,RM,50.0,6060,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,4,5,1939,1950,Gable,CompShg,AsbShng,AsbShng,None,0.0,3.0,3,PConc,3.0,3.0,1.0,1.0,0.0,1.0,0.0,732.0,732.0,GasA,4.0,1,SBrkr,772,351,0,1123,0.0,0.0,1,0,3,1,3.0,4,Typ,0,Detchd,1979.0,1.0,1.0,264.0,3.0,3.0,P,0,0,140,0,0,0,0,6,2007,WD ,100000,80,1414.818054,9.449195,1.0,140,0,1,0,0,0,0,0,0,0,1,0,0,11.512925464970229
2912,923225510,20,RL,58.0,10172,Pave,IR1,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,7,1968,2003,Gable,CompShg,Plywood,Plywood,None,0.0,3.0,3,CBlock,3.0,3.0,1.0,5.0,441.0,1.0,0.0,423.0,864.0,GasA,5.0,1,SBrkr,874,0,0,874,1.0,0.0,1,0,3,1,3.0,5,Typ,0,Attchd,1968.0,2.0,1.0,288.0,3.0,3.0,Y,0,120,0,0,0,0,0,10,2006,WD ,126500,51,1339.880172,10.249402,2.0,120,0,0,0,0,0,0,0,0,0,0,0,0,11.747997587149712
2093,906201200,60,RL,86.0,10380,Pave,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1986,1987,Gable,CompShg,Plywood,Plywood,BrkFace,172.0,4.0,3,CBlock,3.0,3.0,4.0,2.0,28.0,5.0,1474.0,0.0,1502.0,GasA,5.0,1,SBrkr,1553,1177,0,2730,1.0,0.0,2,1,4,1,4.0,8,Typ,1,Attchd,1987.0,3.0,2.0,576.0,3.0,3.0,Y,201,96,0,0,0,0,0,8,2007,WD ,301000,33,3222.11461,13.254297999999999,3.5,297,0,0,0,0,0,0,0,0,0,0,1,0,12.614865543731012
2128,907180040,60,RL,69.0,9337,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,5,1997,1997,Gable,CompShg,VinylSd,VinylSd,None,0.0,3.0,4,PConc,4.0,3.0,1.0,6.0,648.0,1.0,0.0,176.0,824.0,GasA,5.0,1,SBrkr,905,881,0,1786,1.0,0.0,2,1,3,1,4.0,7,Typ,0,Attchd,1997.0,2.0,2.0,684.0,3.0,3.0,Y,0,162,0,0,0,0,0,5,2007,WD ,204750,22,2207.9287480000003,12.420252,3.5,162,0,0,0,0,0,0,0,0,0,0,1,0,12.229545001715316
679,535451170,90,RL,60.0,7200,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,1Story,4,5,1949,1950,Gable,CompShg,BrkFace,Stone,None,0.0,3.0,3,Slab,,,,,0.0,,0.0,0.0,0.0,Wall,2.0,0,FuseF,1040,0,0,1040,0.0,0.0,2,0,2,2,3.0,6,Typ,0,Detchd,1956.0,1.0,2.0,420.0,3.0,3.0,Y,0,0,0,0,0,0,0,6,2009,WD ,90000,70,998.0329200000001,,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,11.407564949312402
1313,902304060,190,RM,60.0,9600,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,2Story,5,5,1920,1960,Gable,CompShg,AsbShng,AsbShng,None,0.0,3.0,3,BrkTil,3.0,3.0,1.0,3.0,234.0,1.0,0.0,739.0,973.0,GasA,3.0,1,FuseP,1377,973,0,2350,0.0,0.0,2,0,4,2,3.0,10,Typ,0,2Types,1930.0,1.0,2.0,393.0,3.0,3.0,Y,0,0,219,0,0,0,0,4,2008,WD ,130000,99,2505.539435,10.249402,2.0,219,0,0,0,0,0,1,0,0,0,0,0,0,11.77528972943772
2534,534201250,60,RL,72.0,8640,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,2Story,5,5,1968,1968,Gable,CompShg,HdBoard,HdBoard,BrkFace,300.0,3.0,3,CBlock,4.0,2.0,2.0,5.0,361.0,3.0,483.0,56.0,900.0,GasA,5.0,1,SBrkr,884,886,0,1770,1.0,0.0,1,1,4,1,3.0,7,Typ,0,Attchd,1968.0,2.0,2.0,530.0,3.0,3.0,Y,0,60,0,0,270,0,455,6,2006,WD ,155000,51,2144.43286,10.927709,2.5,330,0,0,1,0,0,0,0,0,0,0,1,0,11.951180395901384
1273,535453210,20,RL,70.0,7931,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1960,1960,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,3.0,3,CBlock,3.0,3.0,1.0,4.0,374.0,2.0,532.0,363.0,1269.0,GasA,3.0,1,FuseA,1269,0,0,1269,0.0,0.0,1,1,3,1,3.0,6,Typ,1,Detchd,1964.0,1.0,1.0,308.0,3.0,3.0,Y,0,0,0,0,0,0,0,6,2008,WD ,155000,59,1882.9302069999999,10.249402,1.5,0,0,0,1,0,0,0,0,0,0,0,0,0,11.951180395901384
219,905102060,190,RL,75.0,11625,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,2fmCon,1Story,5,4,1965,1965,Hip,CompShg,Plywood,HdBoard,None,0.0,3.0,3,PConc,3.0,3.0,2.0,4.0,841.0,1.0,0.0,198.0,1039.0,GasA,5.0,1,SBrkr,1039,0,0,1039,1.0,0.0,1,1,3,1,3.0,6,Typ,0,Attchd,1965.0,1.0,2.0,504.0,3.0,3.0,Y,0,0,0,0,0,0,0,4,2010,WD ,131500,54,1705.4116370000002,10.249402,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,11.786762130599957
133,534476260,80,RL,80.0,9600,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,6,1955,1972,Gable,CompShg,AsbShng,AsbShng,BrkFace,164.0,3.0,3,CBlock,3.0,3.0,3.0,4.0,674.0,2.0,132.0,350.0,1156.0,GasA,5.0,1,SBrkr,1520,0,0,1520,1.0,0.0,1,0,3,1,3.0,7,Typ,2,Basment,1955.0,2.0,1.0,364.0,3.0,3.0,Y,0,0,189,0,0,0,0,3,2010,WD ,153000,64,2023.23334,11.049609,2.0,189,0,0,1,0,0,0,0,0,0,0,0,0,11.938193200374572
38,528112020,20,RL,98.0,11478,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,Stone,200.0,4.0,3,PConc,5.0,3.0,1.0,6.0,1218.0,1.0,0.0,486.0,1704.0,GasA,5.0,1,SBrkr,1704,0,0,1704,1.0,0.0,2,0,3,1,4.0,7,Typ,1,Attchd,2008.0,2.0,3.0,772.0,3.0,3.0,Y,0,50,0,0,0,0,0,5,2010,WD ,306000,12,2761.449392,15.411119,3.0,50,0,0,0,0,1,0,0,0,0,0,0,0,12.631340380934517
2408,528186100,20,RL,61.0,7740,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2006,2006,Hip,CompShg,MetalSd,MetalSd,BrkFace,518.0,4.0,3,PConc,5.0,4.0,1.0,6.0,1023.0,1.0,0.0,663.0,1686.0,GasA,5.0,1,SBrkr,1686,0,0,1686,1.0,0.0,2,0,1,1,5.0,6,Typ,1,Attchd,2006.0,3.0,3.0,899.0,3.0,3.0,Y,266,100,0,0,0,0,0,6,2006,New,332200,13,2820.166348,16.903662,3.0,366,0,0,0,0,1,0,0,0,0,0,0,0,12.713492476161331
1575,916382120,20,RL,71.0,9520,Pave,IR1,HLS,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,Stone,338.0,4.0,3,PConc,4.0,3.0,4.0,6.0,1513.0,1.0,0.0,125.0,1638.0,GasA,5.0,1,SBrkr,1646,0,0,1646,1.0,0.0,2,0,3,1,4.0,7,Typ,1,Attchd,2008.0,2.0,3.0,800.0,3.0,3.0,Y,192,44,0,0,0,0,0,4,2008,New,293077,12,2697.719698,14.732812,3.0,236,0,0,0,0,0,0,0,0,0,0,0,0,12.588190652108505
1671,527425025,20,RL,,17199,Pave,Reg,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,7,1961,1961,Gable,CompShg,MetalSd,MetalSd,None,0.0,3.0,4,BrkTil,3.0,3.0,1.0,5.0,314.0,1.0,0.0,600.0,914.0,GasA,5.0,1,SBrkr,914,0,0,914,0.0,0.0,1,0,2,1,3.0,4,Typ,0,Basment,1961.0,1.0,1.0,270.0,2.0,3.0,Y,140,0,0,0,0,0,0,7,2007,WD ,128000,58,1387.5030820000002,9.449195,1.0,140,0,0,1,0,0,0,0,0,0,0,0,0,11.759785542901755
2000,902401030,40,RM,40.0,5400,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1Story,6,7,1926,2004,Gable,CompShg,MetalSd,MetalSd,None,0.0,3.0,4,BrkTil,3.0,3.0,2.0,2.0,370.0,1.0,0.0,779.0,1149.0,GasA,4.0,1,FuseA,1149,467,0,1616,0.0,0.0,2,0,3,1,4.0,5,Typ,0,Detchd,1926.0,1.0,1.0,216.0,3.0,3.0,Y,0,0,183,0,0,0,0,10,2007,WD ,152000,93,1989.506553,11.741945,2.0,183,0,0,0,0,0,1,0,0,0,0,0,0,11.931635799828413
2621,535450180,50,RL,60.0,10800,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,4,4,1949,1950,Gable,CompShg,AsbShng,AsbShng,None,0.0,3.0,3,CBlock,3.0,3.0,1.0,1.0,0.0,1.0,0.0,720.0,720.0,GasA,3.0,0,FuseA,720,472,0,1192,0.0,0.0,1,1,4,1,3.0,6,Typ,0,,,,0.0,0.0,,,Y,0,0,0,0,0,0,0,12,2006,WD ,135000,70,1283.695296,9.449195,1.5,0,0,0,1,0,0,0,0,0,0,1,0,0,11.813030057420567
1996,902304040,70,RM,90.0,9900,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,6,4,1880,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3.0,3,BrkTil,3.0,3.0,2.0,1.0,0.0,1.0,0.0,1008.0,1008.0,GasW,3.0,1,SBrkr,1178,1032,0,2210,0.0,0.0,2,0,5,1,2.0,8,Typ,0,Detchd,1930.0,1.0,1.0,205.0,2.0,3.0,N,0,48,0,0,0,0,0,5,2007,WD ,117500,139,2307.71573,10.357273,2.0,48,0,0,0,0,0,1,0,0,0,0,0,0,11.67419361256635
1976,902106070,50,RM,50.0,6000,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,6,6,1927,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3.0,3,BrkTil,3.0,3.0,1.0,3.0,276.0,1.0,0.0,569.0,845.0,GasA,3.0,1,SBrkr,866,430,0,1296,0.0,0.0,1,0,3,1,3.0,6,Typ,0,Detchd,1980.0,1.0,2.0,576.0,3.0,3.0,Y,0,0,175,0,0,0,0,7,2007,WD ,127500,92,1809.358393,11.049609,1.0,175,0,0,0,0,0,1,0,0,0,1,0,0,11.755871643580617
1861,533350020,20,RL,94.0,17778,Pave,IR1,Lvl,AllPub,Inside,Gtl,Veenker,Norm,Norm,1Fam,1Story,8,5,1981,1981,Hip,CompShg,BrkFace,BrkFace,None,0.0,4.0,3,CBlock,4.0,3.0,4.0,5.0,1632.0,3.0,829.0,0.0,2461.0,GasA,4.0,1,SBrkr,2497,0,0,2497,1.0,0.0,2,0,2,1,4.0,7,Typ,2,Attchd,1981.0,2.0,2.0,676.0,3.0,3.0,Y,266,0,0,0,0,0,0,3,2007,WD ,373000,38,3727.870831,14.732812,3.0,266,0,0,0,0,0,0,0,0,0,0,0,0,12.829333698625952
1600,923228080,160,RM,21.0,1477,Pave,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,2Story,6,9,1970,2007,Gable,CompShg,CemntBd,CmentBd,None,0.0,3.0,4,CBlock,3.0,3.0,1.0,6.0,358.0,1.0,0.0,188.0,546.0,GasA,5.0,1,SBrkr,546,546,0,1092,0.0,0.0,2,1,3,1,3.0,6,Typ,0,,,,0.0,0.0,,,Y,187,0,0,0,0,0,0,3,2008,WD ,98000,49,1104.558546,11.049609,2.5,187,0,0,0,0,0,0,0,0,0,0,0,0,11.49272275765271
298,909452114,80,RL,85.0,19645,Pave,IR1,Lvl,AllPub,FR2,Gtl,Crawfor,Norm,Norm,1Fam,SLvl,7,6,1994,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,44.0,3.0,3,PConc,4.0,3.0,1.0,6.0,343.0,1.0,0.0,80.0,423.0,GasA,5.0,1,SBrkr,896,756,0,1652,1.0,0.0,2,1,3,1,4.0,6,Typ,0,BuiltIn,1994.0,2.0,2.0,473.0,3.0,3.0,Y,0,0,0,0,0,0,0,6,2010,WD ,203135,25,1725.1197610000002,13.220458999999998,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,12.221626061623574
875,907285050,60,RL,70.0,8750,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1996,1996,Gable,CompShg,VinylSd,VinylSd,None,0.0,4.0,3,PConc,4.0,3.0,1.0,1.0,0.0,1.0,0.0,880.0,880.0,GasA,5.0,1,SBrkr,909,807,0,1716,0.0,0.0,2,1,2,1,4.0,7,Typ,1,Attchd,1996.0,2.0,2.0,512.0,3.0,3.0,Y,0,120,0,0,0,0,0,7,2009,WD ,191000,23,2082.5094480000002,13.932604999999999,2.5,120,0,0,0,0,0,0,0,0,0,0,1,0,12.160028707028767
1205,534276190,20,RL,74.0,7785,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1956,1956,Gable,CompShg,HdBoard,HdBoard,None,0.0,3.0,3,Slab,,,,,0.0,,0.0,0.0,0.0,GasA,3.0,1,SBrkr,1014,0,0,1014,0.0,0.0,1,0,2,1,3.0,6,Typ,0,Attchd,1956.0,2.0,1.0,267.0,3.0,3.0,Y,0,0,40,0,200,0,0,3,2008,WD ,98000,63,880.4186220000001,,1.0,240,0,0,1,0,0,0,0,0,0,0,0,0,11.49272275765271
763,904301060,90,RL,60.0,10800,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,1Story,5,5,1987,1988,Gable,CompShg,Plywood,Plywood,None,0.0,3.0,3,CBlock,4.0,4.0,4.0,6.0,1200.0,1.0,0.0,0.0,1200.0,GasA,3.0,1,SBrkr,1200,0,0,1200,3.0,0.0,3,0,3,1,3.0,5,Typ,0,,,,0.0,0.0,,,Y,120,0,0,0,0,0,0,3,2009,WD ,179000,32,1591.1556,10.927709,6.0,120,1,0,0,0,0,0,0,0,0,0,0,0,12.095141084822892
512,528439060,20,RL,76.0,9139,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,Stone,206.0,4.0,3,PConc,5.0,3.0,3.0,6.0,379.0,1.0,0.0,1043.0,1422.0,GasA,5.0,1,SBrkr,1432,0,0,1432,0.0,0.0,2,0,3,1,4.0,7,Typ,1,Attchd,2006.0,3.0,2.0,492.0,3.0,3.0,Y,297,50,0,0,0,0,0,9,2009,WD ,245000,13,2212.422606,15.411119,2.0,347,0,0,0,0,0,0,1,0,0,0,0,0,12.409013489526863
592,534175080,20,RL,78.0,10140,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,RRAn,Norm,1Fam,1Story,7,5,1998,1999,Hip,CompShg,VinylSd,VinylSd,None,0.0,4.0,3,PConc,5.0,3.0,1.0,2.0,144.0,6.0,1127.0,379.0,1650.0,GasA,5.0,1,SBrkr,1680,0,0,1680,1.0,0.0,2,0,3,1,4.0,7,Maj1,1,Attchd,1998.0,3.0,2.0,583.0,3.0,3.0,Y,78,73,0,0,0,0,0,6,2009,WD ,213250,21,2587.8575,14.610911999999999,3.0,151,0,0,0,0,0,0,0,0,0,0,0,0,12.270220465353926
1255,535375140,20,RL,60.0,10122,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,4,6,1948,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3.0,3,Slab,,,,,0.0,,0.0,0.0,0.0,GasA,3.0,0,SBrkr,869,0,0,869,0.0,0.0,1,0,1,1,3.0,3,Typ,0,Detchd,1948.0,1.0,1.0,390.0,2.0,3.0,N,0,0,66,0,0,0,0,8,2008,WD ,89900,71,859.331322,,1.0,66,0,0,0,0,0,1,0,0,0,0,0,0,11.406453220459712
355,527162110,60,RL,74.0,10141,Pave,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,40.0,3.0,3,PConc,4.0,3.0,1.0,1.0,0.0,1.0,0.0,832.0,832.0,GasA,4.0,1,SBrkr,885,833,0,1718,0.0,0.0,2,1,3,1,3.0,7,Typ,1,Attchd,1998.0,3.0,2.0,427.0,3.0,3.0,Y,0,94,0,0,291,0,0,12,2009,WD ,185000,21,1998.4421740000003,12.528123,2.5,385,0,0,0,0,0,0,0,0,0,0,1,0,12.128111104060462
1676,527450030,160,RM,21.0,2205,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,6,1973,1973,Gable,CompShg,HdBoard,HdBoard,BrkFace,567.0,3.0,3,CBlock,3.0,3.0,1.0,5.0,312.0,1.0,0.0,213.0,525.0,GasA,3.0,1,SBrkr,525,567,0,1092,0.0,0.0,1,1,3,1,3.0,6,Typ,0,Detchd,1973.0,1.0,1.0,264.0,3.0,3.0,Y,144,0,0,0,0,0,0,2,2007,WD ,113500,46,1263.0224010000002,11.049609,1.5,144,0,0,0,0,0,0,0,0,0,0,0,0,11.639558115903595
2599,535377070,30,RL,60.0,10914,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,1Fam,1Story,3,3,1929,1950,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,3.0,2,CBlock,3.0,3.0,2.0,1.0,0.0,1.0,0.0,715.0,715.0,GasA,2.0,0,FuseP,715,0,0,715,0.0,0.0,1,0,2,1,3.0,4,Typ,0,Detchd,1967.0,1.0,2.0,660.0,2.0,3.0,N,0,0,75,0,112,0,0,8,2006,WD ,68000,90,1377.241745,8.648988,1.0,187,0,0,1,0,0,0,0,0,1,0,0,0,11.127262984158243
312,914476520,20,RL,129.0,9196,Pave,IR1,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,4.0,3,PConc,5.0,3.0,1.0,1.0,0.0,1.0,0.0,1560.0,1560.0,GasA,5.0,1,SBrkr,1560,0,0,1560,0.0,0.0,2,0,3,1,4.0,7,Typ,0,Attchd,2003.0,3.0,2.0,573.0,3.0,3.0,Y,100,150,0,0,0,0,0,4,2010,WD ,201000,16,2441.10699,14.610911999999999,2.0,250,0,0,0,0,0,0,0,0,0,0,0,0,12.211060187041213
1124,528477040,60,FV,75.0,9803,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,4.0,3,PConc,4.0,3.0,1.0,6.0,400.0,1.0,0.0,466.0,866.0,GasA,4.0,1,SBrkr,866,902,0,1768,0.0,0.0,2,1,3,1,4.0,7,Typ,0,Attchd,2005.0,2.0,2.0,603.0,3.0,3.0,Y,0,108,0,0,0,0,0,2,2008,WD ,226700,14,2169.125044,13.932604999999999,2.5,108,0,0,0,0,0,0,1,0,0,0,1,0,12.33138283649562
1702,528118050,20,RL,59.0,17169,Pave,IR2,Lvl,AllPub,CulDSac,Gtl,NridgHt,Norm,Norm,1Fam,1Story,10,5,2007,2007,Hip,CompShg,CemntBd,CmentBd,BrkFace,970.0,5.0,3,PConc,5.0,3.0,3.0,6.0,1684.0,1.0,0.0,636.0,2320.0,GasA,5.0,1,SBrkr,2290,0,0,2290,2.0,0.0,2,1,2,1,5.0,7,Typ,1,Attchd,2007.0,3.0,3.0,1174.0,3.0,3.0,Y,192,30,0,0,0,0,0,8,2007,New,500067,12,3818.74,18.416015,4.5,222,0,0,0,0,1,0,0,0,0,0,0,0,13.122497368427132
2434,528235190,60,RL,59.0,9171,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,4.0,3,PConc,4.0,3.0,3.0,1.0,0.0,1.0,0.0,848.0,848.0,GasA,5.0,1,SBrkr,848,750,0,1598,0.0,0.0,2,1,3,1,4.0,7,Typ,1,Attchd,2004.0,3.0,2.0,433.0,3.0,3.0,Y,100,48,0,0,0,0,0,7,2006,WD ,201490,15,1928.7620339999999,13.932604999999999,2.5,148,0,0,0,0,0,0,0,0,0,0,1,0,12.213495031345811
1432,907126030,20,RL,65.0,9750,Pave,Reg,Low,AllPub,Inside,Mod,CollgCr,Norm,Norm,1Fam,1Story,5,7,1994,1994,Gable,CompShg,VinylSd,VinylSd,None,0.0,3.0,3,PConc,4.0,3.0,1.0,6.0,722.0,1.0,0.0,268.0,990.0,GasA,5.0,1,SBrkr,990,0,0,990,1.0,0.0,1,0,3,1,3.0,5,Typ,0,Detchd,1997.0,1.0,2.0,528.0,3.0,3.0,Y,168,0,0,0,0,0,0,8,2008,WD ,155000,25,1656.04593,10.927709,2.0,168,0,0,0,0,0,0,0,0,0,0,0,0,11.951180395901384
689,535476110,90,RL,75.0,8604,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,SFoyer,5,7,1978,1978,Gable,CompShg,Plywood,Plywood,BrkFace,124.0,3.0,4,CBlock,4.0,3.0,3.0,6.0,941.0,1.0,0.0,0.0,941.0,GasA,4.0,1,SBrkr,941,0,0,941,1.0,0.0,1,0,2,1,4.0,4,Typ,0,Attchd,1978.0,1.0,2.0,564.0,3.0,3.0,Y,0,40,0,0,0,0,0,11,2009,WD ,145000,41,1614.4834629999998,11.620045,2.0,40,0,0,1,0,0,0,0,0,0,0,0,0,11.884489021402711
1349,903235010,70,RM,60.0,6155,Pave,IR1,Lvl,AllPub,FR3,Gtl,BrkSide,RRNn,Feedr,1Fam,2Story,6,8,1920,1999,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3.0,3,BrkTil,2.0,2.0,2.0,1.0,0.0,1.0,0.0,611.0,611.0,GasA,5.0,1,SBrkr,751,611,0,1362,0.0,0.0,2,0,3,1,3.0,6,Typ,0,Detchd,1920.0,3.0,2.0,502.0,3.0,2.0,Y,0,0,84,0,0,0,0,6,2008,WD ,128000,99,1660.074471,10.371302,2.0,84,0,0,0,0,0,0,0,0,0,0,0,0,11.759785542901755
